iso3c,year,gdppc,tax_gdp,pop
CHL,2012,15241.9069981119,18.9910595562318,17519119
CHL,2013,15683.5486369155,17.4587728968776,17687006
CHL,2019,14495.716721687,17.7188527701523,19197744
CHL,2024,16709.8893972307,NA,19764771
CHL,2018,15659.4808675628,18.3955244968596,18893191
CHL,2023,17067.0364799154,17.7194011337982,19658835
CHL,2021,16206.8325493421,19.6762203580828,19456334
CHL,2014,14529.6767206336,17.0445012165024,17864195
CHL,2022,15405.6165774073,21.3364673205925,19553036
CHL,2016,13649.8520452803,17.4689644166374,18267221
CHL,2015,13433.9202987032,17.5460829297571,18047625
CHL,2020,13114.815470545,16.1961693313326,19370624
CHN,2021,12887.4357242941,7.79829641266187,1412360000
CHN,2022,12970.6056414327,7.51799464421188,1412175000
CHN,2020,10627.4637989619,7.92409749807608,1411100000
CHN,2015,8175.33285077393,9.19468038601503,1379860000
CHN,2018,10085.6638148819,8.89089034402513,1402760000
CHN,2023,12951.1782397043,7.6382330077989,1410710000
CHN,2019,10342.9009524335,8.32942550168391,1407745000
CHN,2012,6405.0574241349,10.0894667610088,1354190000
CHN,2013,7147.03518622344,9.7321625039509,1363240000
CHN,2014,7781.06597484974,9.49826837509792,1371860000
CHN,2016,8254.86859320357,8.94556190479944,1387790000
CHN,2017,8979.67652709856,9.24872439365958,1396215000
CHN,2024,13303.1481543868,NA,1408975000
COL,2021,6222.62164397614,14.4462991915374,51188173
COL,2019,6472.54544924705,14.9005246267221,49907985
COL,2015,6248.51490534512,15.7972626545312,46969940
COL,2014,8187.20824890084,15.6997483690587,46565429
COL,2018,6816.96818309544,14.6098424464284,49024465
COL,2020,5339.68711357943,14.0452385597579,50629997
COL,2023,7000.83660501046,17.5622334373789,52321152
COL,2013,8279.10255642981,14.0221143464507,46151584
COL,2024,7919.20886825345,15.2812370381266,52886363
COL,2022,6680.44506854481,15.2632926851651,51737944
COL,2017,6479.53231292429,14.8508184070981,48131078
COL,2016,5959.84250367574,14.3852129240943,47437512
COL,2012,8108.59838244229,13.2269907142761,45715810
COM,2015,1329.37048235986,NA,726682
COM,2016,1365.48403444497,NA,741741
COM,2023,1560.27378476855,NA,850387
COM,2024,1662.75663312504,NA,866628
COM,2022,1465.479642862,NA,834188
COM,2012,1490.31511351281,NA,681630
COM,2013,1603.32797107303,NA,696192
COM,2014,1615.71723662012,NA,711503
COM,2020,1519.34665556206,NA,802163
COM,2017,1423.9248027797,NA,756669
COM,2018,1527.40527125285,NA,771590
COM,2019,1510.23218151592,NA,786578
COM,2021,1554.97289190153,NA,818174
COD,2019,504.00419142286,7.04841775060897,92947442
COD,2021,595.743074403567,7.86739721544676,99148932
COD,2018,518.169626875371,7.43715203855764,90047644
