Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Belize,BLZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0704276859760284,0.151908859610558,0.180257618427277,0.176189258694649,0.0485830754041672,0.0372595116496086,0.0521895512938499,0.0304041262716055,-0.00212321965955198,0.0619864836335182,0.518667578697205,0.272466063499451,0.564006090164185,0.58532577753067
Belize,BLZ,Regulatory Quality: Estimate,RQ.EST,-0.33560249209404,-0.378444939851761,-0.436850935220718,-0.447350561618805,-0.461533755064011,-0.440686821937561,-0.494319975376129,-0.55601555109024,-0.666695117950439,-0.559759736061096,-0.55057954788208,-0.424278557300568,-0.438766330480576,-0.430582851171494
Belize,BLZ,Rule of Law: Estimate,RL.EST,-0.281174033880234,-0.469881325960159,-0.435866832733154,-0.451571971178055,-0.814675211906433,-0.79416161775589,-0.97061550617218,-0.97460526227951,-0.842516541481018,-0.855883598327637,-0.826539576053619,-0.800227999687195,-0.720160663127899,-0.635611891746521
Colombia,COL,Government Effectiveness: Estimate,GE.EST,-0.123824141919613,-0.0504269637167454,-0.00116499257273972,0.0531518310308456,-0.135854035615921,-0.0937390848994255,-0.03696658462286,-0.140821367502213,-0.139370113611221,0.0327151045203209,0.00847531855106354,-0.0478276498615742,0.01379637978971,-0.075877919793129
Colombia,COL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.53718483448029,-1.28465557098389,-1.40181040763855,-1.29197180271149,-1.11459410190582,-1.0726637840271,-0.887163996696472,-0.779457807540894,-0.806941986083984,-0.979486107826233,-0.701150059700012,-0.954574346542358,-0.62995833158493,-0.717313230037689
Colombia,COL,Regulatory Quality: Estimate,RQ.EST,0.157253935933113,0.279601454734802,0.326594680547714,0.339824229478836,0.444412022829056,0.407719731330872,0.339025348424911,0.257446646690369,0.224889174103737,0.317910939455032,0.225666418671608,0.20214469730854,0.140449166297913,0.101034268736839
Colombia,COL,Rule of Law: Estimate,RL.EST,-0.271385610103607,-0.217361465096474,-0.32591912150383,-0.38826909661293,-0.252291530370712,-0.24723581969738,-0.266068160533905,-0.366633266210556,-0.383742153644562,-0.391183972358704,-0.491402626037598,-0.470828503370285,-0.427760243415833,-0.458272933959961
Costa Rica,CRI,Government Effectiveness: Estimate,GE.EST,0.298928886651993,0.283398628234863,0.47439906001091,0.455911159515381,0.362441927194595,0.306554466485977,0.28387451171875,0.222521707415581,0.352706402540207,0.347661405801773,0.196500390768051,0.222867384552956,0.0526026673614979,0.260196477174759
Costa Rica,CRI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.691537201404572,0.508276045322418,0.638402462005615,0.677918016910553,0.577418208122253,0.669974029064178,0.648553013801575,0.597007215023041,0.453386008739471,0.430319964885712,0.746818065643311,0.860422551631927,0.956596434116364,0.984186828136444
Costa Rica,CRI,Regulatory Quality: Estimate,RQ.EST,0.586027026176453,0.596260905265808,0.743631064891815,0.747273743152618,0.656426250934601,0.664466142654419,0.526479542255402,0.43350425362587,0.476172715425491,0.544661998748779,0.477579593658447,0.438738018274307,0.567061722278595,0.543547570705414
Costa Rica,CRI,Rule of Law: Estimate,RL.EST,0.535760879516602,0.443259000778198,0.528911471366882,0.563855290412903,0.583374798297882,0.492798924446106,0.431041657924652,0.42886871099472,0.467835366725922,0.529464185237885,0.498832434415817,0.423667222261429,0.435932785272598,0.389316648244858
Cuba,CUB,Government Effectiveness: Estimate,GE.EST,-0.334806829690933,-0.34895133972168,-0.376645594835281,-0.410627126693726,-0.0352033153176308,0.00275490968488157,-0.124649152159691,-0.198632568120956,-0.250103235244751,-0.17787978053093,-0.203988671302795,-0.249761372804642,-0.350906133651733,-0.475527822971344
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.349292427301407,0.280382126569748,0.307248294353485,0.370564639568329,0.544822037220001,0.634750008583069,0.6731316447258,0.638511061668396,0.640602827072144,0.610500574111938,0.596146762371063,0.392796009778976,0.491417795419693,0.384215950965881
Cuba,CUB,Regulatory Quality: Estimate,RQ.EST,-1.67191302776337,-1.62694549560547,-1.56115961074829,-1.58073723316193,-1.32481598854065,-1.24927258491516,-1.35518074035645,-1.35148084163666,-1.47934222221375,-1.50501537322998,-1.53046345710754,-1.4544278383255,-1.38185942173004,-1.50136196613312
Cuba,CUB,Rule of Law: Estimate,RL.EST,-0.722509026527405,-0.693881630897522,-0.708632588386536,-0.6989426612854,-0.654899537563324,-0.718148410320282,-0.458859443664551,-0.449702054262161,-0.463792055845261,-0.340494513511658,-0.28538504242897,-0.419912159442902,-0.461449682712555,-0.453039199113846
Ecuador,ECU,Government Effectiveness: Estimate,GE.EST,-0.674511253833771,-0.527820348739624,-0.474284678697586,-0.448586314916611,-0.385554224252701,-0.394527703523636,-0.383570671081543,-0.352247714996338,-0.317793667316437,-0.367696136236191,-0.470506340265274,-0.241593524813652,-0.309278339147568,-0.494244992733002
Ecuador,ECU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.586674451828003,-0.686557531356812,-0.570306479930878,-0.178656712174416,-0.0185332093387842,-0.147344976663589,-0.0917104333639145,-0.0789320766925812,-0.0947211682796478,-0.238217756152153,-0.270243227481842,-0.25738736987114,-0.37122431397438,-0.338139981031418
Ecuador,ECU,Regulatory Quality: Estimate,RQ.EST,-1.12405169010162,-0.956343531608582,-0.943592429161072,-0.837611019611359,-0.920283794403076,-1.14157736301422,-0.958474397659302,-1.02358734607697,-0.886888802051544,-0.796693980693817,-0.871133387088776,-0.719614744186401,-0.45972153544426,-0.718200981616974
Ecuador,ECU,Rule of Law: Estimate,RL.EST,-1.14322912693024,-1.14428532123566,-1.06392514705658,-0.870363593101501,-0.970792293548584,-0.956418454647064,-0.649083614349365,-0.718140542507172,-0.663264274597168,-0.542950987815857,-0.540949642658234,-0.354992210865021,-0.620780825614929,-0.957790791988373
