iso3c,year,country,region,gdppc,tax_gdp,pop,GE,PV,RQ,oda_bio_total,oda_bio_weighted_pc
COL,2021,Colombia,Latin America and Caribbean,6222.62164397614,14.4462991915374,51188173,-0.0478276498615742,-0.954574346542358,0.20214469730854,494347569.4000001,9.657456799640029
COL,2022,Colombia,Latin America and Caribbean,6680.44506854481,15.2632926851651,51737944,0.01379637978971,-0.62995833158493,0.140449166297913,204735331.8,3.95716018015714
COL,2023,Colombia,Latin America and Caribbean,7000.83660501046,17.5622334373789,52321152,-0.075877919793129,-0.717313230037689,0.101034268736839,300582875,5.744959036834663
COL,2024,Colombia,Latin America and Caribbean,7919.20886825345,15.2812370381266,52886363,NA,NA,NA,212464.8,0.004017383460458417
CRI,2010,Costa Rica,Latin America and Caribbean,NA,NA,NA,0.298928886651993,0.691537201404572,0.586027026176453,24651961.2,NA
CRI,2011,Costa Rica,Latin America and Caribbean,NA,NA,NA,0.283398628234863,0.508276045322418,0.596260905265808,2368899.6,NA
CRI,2012,Costa Rica,Latin America and Caribbean,10126.9991024177,13.1052960652648,4663934,0.47439906001091,0.638402462005615,0.743631064891815,1211658,0.25979312743276384
CRI,2013,Costa Rica,Latin America and Caribbean,10803.2401962173,13.416824749449,4716147,0.455911159515381,0.677918016910553,0.747273743152618,2936511.8000000003,0.62265060864303
CRI,2014,Costa Rica,Latin America and Caribbean,10911.497878334,13.0455889610236,4767119,0.362441927194595,0.577418208122253,0.656426250934601,9990617.2,2.0957348033476824
CRI,2015,Costa Rica,Latin America and Caribbean,11714.7105980732,13.2539942158309,4818038,0.306554466485977,0.669974029064178,0.664466142654419,1802394.4,0.37409302292759
CRI,2016,Costa Rica,Latin America and Caribbean,12091.0301606154,13.5108543364627,4866998,0.28387451171875,0.648553013801575,0.52647954225540206,1916076.4,0.39368752565749976
CRI,2017,Costa Rica,Latin America and Caribbean,12317.0902771304,13.2441025558449,4913177,0.222521707415581,0.597007215023041,0.43350425362587,1394237,0.2837750400606369
CRI,2018,Costa Rica,Latin America and Caribbean,12590.2493781614,13.1821486861854,4957818,0.352706402540207,0.453386008739471,0.476172715425491,3233183.6,0.6521384205713078
CRI,2019,Costa Rica,Latin America and Caribbean,12884.6859951989,13.3201329233421,4999553,0.347661405801773,0.430319964885712,0.544661998748779,1224863,0.24499450250852425
CRI,2020,Costa Rica,Latin America and Caribbean,12394.0493969492,12.2380289914727,5034320,0.196500390768051,0.746818065643311,0.477579593658447,1383743.8,0.2748621065009773
CRI,2021,Costa Rica,Latin America and Caribbean,12838.1185358931,14.040585857592,5059988,0.222867384552956,0.860422551631927,0.438738018274307,79855869,15.781829719754276
CRI,2022,Costa Rica,Latin America and Caribbean,13625.9008491328,14.3541941212592,5081765,0.0526026673614979,0.956596434116364,0.567061722278595,99472498,19.574399445861822
CRI,2023,Costa Rica,Latin America and Caribbean,16942.0268119375,13.9115296586432,5105525,0.260196477174759,0.984186828136444,0.543547570705414,5133289,1.0054380303690609
CRI,2024,Costa Rica,Latin America and Caribbean,18587.1532203482,NA,5129910,NA,NA,NA,NA,NA
CUB,2010,Cuba,Latin America and Caribbean,NA,NA,NA,-0.334806829690933,0.349292427301407,-1.67191302776337,1971200.8,NA
CUB,2011,Cuba,Latin America and Caribbean,NA,NA,NA,-0.34895133972168,0.280382126569748,-1.62694549560547,4953114.000000001,NA
CUB,2012,Cuba,Latin America and Caribbean,6470.83673392653,NA,11303175,-0.376645594835281,0.307248294353485,-1.56115961074829,4667917.8,0.41297403605624083
CUB,2013,Cuba,Latin America and Caribbean,6828.36428245396,NA,11298167,-0.410627126693726,0.370564639568329,-1.58073723316193,2548259.6000000006,0.2255462855169339
CUB,2014,Cuba,Latin America and Caribbean,7146.70459051328,NA,11285775,-0.0352033153176308,0.544822037220001,-1.32481598854065,1008406.2000000001,0.08935196741030191
CUB,2015,Cuba,Latin America and Caribbean,7727.91997207998,NA,11275065,0.00275490968488157,0.634750008583069,-1.24927258491516,1181457.3999999997,0.10478497463207526
CUB,2016,Cuba,Latin America and Caribbean,8110.55874283616,NA,11265612,-0.124649152159691,0.6731316447258,-1.35518074035645,4233072.8,0.37575169462608865
CUB,2017,Cuba,Latin America and Caribbean,8610.60829605429,NA,11247829,-0.198632568120956,0.638511061668396,-1.35148084163666,3630559.4,0.3227786802235347
CUB,2018,Cuba,Latin America and Caribbean,8911.46205998726,NA,11227118,-0.250103235244751,0.640602827072144,-1.47934222221375,17474741.4,1.556476149979006
CUB,2019,Cuba,Latin America and Caribbean,9232.26115935183,NA,11202846,-0.17787978053093,0.610500574111938,-1.50501537322998,3673153.0000000005,0.3278767734556023
CUB,2020,Cuba,Latin America and Caribbean,9605.27914559614,NA,11176354,-0.203988671302795,0.596146762371063,-1.53046345710754,7744375.8,0.6929250630393418
CUB,2021,Cuba,Latin America and Caribbean,NA,NA,11122168,-0.249761372804642,0.392796009778976,-1.4544278383255,44314080.6,3.984302395000687
CUB,2022,Cuba,Latin America and Caribbean,NA,NA,11059820,-0.350906133651733,0.491417795419693,-1.38185942173004,3392072.3999999994,0.30670231522755337
CUB,2023,Cuba,Latin America and Caribbean,NA,NA,11019931,-0.475527822971344,0.384215950965881,-1.50136196613312,15022086,1.363174234031048
CUB,2024,Cuba,Latin America and Caribbean,NA,NA,10979783,NA,NA,NA,NA,NA
ECU,2010,Ecuador,Latin America and Caribbean,NA,NA,NA,-0.674511253833771,-0.586674451828003,-1.12405169010162,47252881.6,NA
ECU,2011,Ecuador,Latin America and Caribbean,NA,NA,NA,-0.527820348739624,-0.686557531356812,-0.956343531608582,26959485.2,NA
ECU,2012,Ecuador,Latin America and Caribbean,5634.08393191094,NA,15572194,-0.474284678697586,-0.570306479930878,-0.943592429161072,13274345.4,0.8524389947877609
ECU,2013,Ecuador,Latin America and Caribbean,6109.29031510341,14.1232339115654,15807128,-0.448586314916611,-0.178656712174416,-0.837611019611359,32682704.2,2.067592810028488
ECU,2014,Ecuador,Latin America and Caribbean,6405.79979300441,14.0206757263498,16035124,-0.38555422425270103,-0.0185332093387842,-0.920283794403076,60634807.400000006,3.7813744003476373
ECU,2015,Ecuador,Latin America and Caribbean,5976.1596805651,16.3890534817574,16266225,-0.394527703523636,-0.147344976663589,-1.14157736301422,51769072.20000001,3.1826113434432397
ECU,2016,Ecuador,Latin America and Caribbean,5917.63771271481,14.5417706423945,16505139,-0.383570671081543,-0.0917104333639145,-0.958474397659302,24717456,1.4975612141164034
ECU,2017,Ecuador,Latin America and Caribbean,6233.32244797718,13.6893043161774,16759519,-0.352247714996338,-0.0789320766925812,-1.02358734607697,56501325.8,3.3712975772156706
ECU,2018,Ecuador,Latin America and Caribbean,6303.91886658338,14.2925485667842,17049547,-0.317793667316437,-0.0947211682796478,-0.886888802051544,59599090.6,3.4956407111578978
ECU,2019,Ecuador,Latin America and Caribbean,6205.05765246766,13.400889588379,17340021,-0.367696136236191,-0.238217756152153,-0.796693980693817,14647464,0.8447200842490329
ECU,2020,Ecuador,Latin America and Caribbean,5463.64515348598,12.9414345871949,17546065,-0.470506340265274,-0.270243227481842,-0.871133387088776,10817412.200000001,0.6165149963823798
ECU,2021,Ecuador,Latin America and Caribbean,6061.32350181711,12.735868402819,17682454,-0.241593524813652,-0.25738736987114,-0.719614744186401,57207597.6,3.2352747870855483
ECU,2022,Ecuador,Latin America and Caribbean,6515.58528418336,13.0891981797338,17823897,-0.309278339147568,-0.37122431397438,-0.45972153544426,167661077.8,9.406533139189483
ECU,2023,Ecuador,Latin America and Caribbean,6737.84748379638,NA,17980083,-0.494244992733002,-0.338139981031418,-0.718200981616974,21271261,1.1830457623582717
ECU,2024,Ecuador,Latin America and Caribbean,6874.705739766,NA,18135478,NA,NA,NA,NA,NA
FJI,2010,Fiji,Asia and the Pacific,NA,NA,NA,-0.915295720100403,-0.190827518701553,-0.564225971698761,359665.4,NA
FJI,2011,Fiji,Asia and the Pacific,NA,NA,NA,-0.898599445819855,-0.0712881982326508,-0.451289445161819,615723.6000000001,NA
FJI,2012,Fiji,Asia and the Pacific,4341.40338748749,22.8925761402836,914918,-1.04902374744415,-0.0677748322486877,-0.587406158447266,1237052.8,1.3520914442605787
FJI,2013,Fiji,Asia and the Pacific,4572.44377544245,23.4756627490463,916352,-1.02984869480133,-0.0510276891291142,-0.525646507740021,1356933.2,1.480799081575639
FJI,2014,Fiji,Asia and the Pacific,5293.35676680464,23.9766794213578,917585,-0.400987982749939,0.553164601325989,-0.256007999181747,716265.6000000001,0.7805986366385677
FJI,2015,Fiji,Asia and the Pacific,5097.53106864695,24.8700529864748,918578,-0.334282904863358,0.569660663604736,-0.235928744077682,1732339.4,1.8858925426038942
FJI,2016,Fiji,Asia and the Pacific,5363.79026679243,23.5346235455103,919166,-0.280381351709366,0.897029459476471,-0.228087186813354,634744,0.6905651427489703
FJI,2017,Fiji,Asia and the Pacific,5826.84814459328,24.6699420718659,918759,0.237182199954987,0.585380256175995,0.0646388009190559,2585908,2.8145661702361555
FJI,2018,Fiji,Asia and the Pacific,6085.41979485376,23.9933534156946,917180,0.7747842669487,0.832882523536682,0.0395447723567486,1719903.4,1.875208137988181
FJI,2019,Fiji,Asia and the Pacific,5842.07344577597,23.2487168120134,914899,0.762365400791168,0.779334902763367,0.0334556773304939,1598456.2000000002,1.7471395203186364
FJI,2020,Fiji,Asia and the Pacific,4620.6457238014,18.0169143972691,914963,0.590555310249329,0.662797212600708,-0.102151036262512,1313591.2000000002,1.4356768525066044
FJI,2021,Fiji,Asia and the Pacific,4536.73312110335,16.4195674853394,916711,0.660467982292175,0.72510689496994,-0.00529439095407724,5538866.000000001,6.042107054458822
FJI,2022,Fiji,Asia and the Pacific,5414.12092119088,18.4958647782959,919422,0.593959331512451,0.748508632183075,-0.0602172017097473,2376321.0000000005,2.5845814000535126
FJI,2023,Fiji,Asia and the Pacific,5926.20586394763,20.5379880712802,924145,0.490778684616089,0.744343459606171,-0.0902230963110924,10433562.2,11.289962289467562
FJI,2024,Fiji,Asia and the Pacific,6425.74151715712,NA,928784,NA,NA,NA,NA,NA
GEO,2010,Georgia,Europe and Central Asia,NA,NA,NA,0.327387809753418,-0.718320906162262,0.586639821529388,5316139.600000001,NA
GEO,2011,Georgia,Europe and Central Asia,NA,NA,NA,0.578812718391418,-0.65695196390152,0.651625037193298,13554825.6,NA
GEO,2012,Georgia,Europe and Central Asia,4530.69533409431,23.0885041402301,3728874,0.63056617975235,-0.680453956127167,0.664130926132202,26727673.8,7.1677599725815355
GEO,2013,Georgia,Europe and Central Asia,4712.00229382665,22.0625986684055,3717668,0.606947124004364,-0.441366165876389,0.72580498456955,9036663.4,2.4307343743443472
GEO,2014,Georgia,Europe and Central Asia,4830.33486170249,22.0531492339701,3719414,0.424183517694473,-0.321507543325424,0.760027527809143,10566238.600000001,2.840834228187559
GEO,2015,Georgia,Europe and Central Asia,4086.6223465965,22.3477480606692,3725276,0.263111501932144,-0.472153753042221,0.750866293907166,39579969.6,10.624707967946536
GEO,2016,Georgia,Europe and Central Asia,4143.40125686315,23.0424315377671,3727505,0.420896291732788,-0.320115089416504,0.861489713191986,43332212.4,11.62499108653107
GEO,2017,Georgia,Europe and Central Asia,4418.75206546679,23.0135462022254,3728004,0.481504321098328,-0.375214755535126,0.949060201644897,1041146.4,0.2792771681575449
GEO,2018,Georgia,Europe and Central Asia,4804.0546040444,22.0478688235553,3726549,0.518133521080017,-0.447562873363495,1.03199064731598,4769761.4,1.2799406099316017
GEO,2019,Georgia,Europe and Central Asia,4741.2832715876,22.8972770783896,3720161,0.766199469566345,-0.498171955347061,1.02652418613434,57399745.00000001,15.429371201945294
GEO,2020,Georgia,Europe and Central Asia,4300.85701291207,21.1807829038543,3722716,0.716738402843475,-0.429610639810562,1.00116765499115,2617496,0.703114607721889
GEO,2021,Georgia,Europe and Central Asia,5083.60695484577,21.4728937487649,3708610,0.616529405117035,-0.429620236158371,1.0534195899963399,53417113.800000004,14.40354035609029
GEO,2022,Georgia,Europe and Central Asia,6729.84659930283,22.9022783420258,3712502,0.650143086910248,-0.43653005361557,1.0323086977005,18836491.200000003,5.073799610074285
GEO,2023,Georgia,Europe and Central Asia,8283.66960652261,23.5992189173728,3715483,0.791285872459412,-0.335554122924805,0.946578145027161,2813760.4000000004,0.7573067620010643
GEO,2024,Georgia,Europe and Central Asia,9241.49122313713,24.2581681897327,3699557,NA,NA,NA,NA,NA
GTM,2010,Guatemala,Latin America and Caribbean,NA,NA,NA,-0.720754623413086,-0.852924466133118,-0.172244891524315,6347075.6,NA
GTM,2011,Guatemala,Latin America and Caribbean,NA,NA,NA,-0.724510610103607,-0.744141399860382,-0.211610183119774,13827411.6,NA
GTM,2012,Guatemala,Latin America and Caribbean,3286.61959336267,11.0095522577245,15089647,-0.787666738033295,-0.633820176124573,-0.263000935316086,13527658.799999999,0.8964861007020243
GTM,2013,Guatemala,Latin America and Caribbean,3444.15802275864,11.1022993574743,15387337,-0.727540254592896,-0.674156248569489,-0.287112712860107,34596282.2,2.2483605967686286
GTM,2014,Guatemala,Latin America and Caribbean,3689.14510410202,10.7778148103957,15681725,-0.762856304645538,-0.655563533306122,-0.284290075302124,37883989.2,2.4158049704353317
GTM,2015,Guatemala,Latin America and Caribbean,3893.50533299068,10.3582512654041,15971743,-0.769879937171936,-0.654437899589539,-0.325637251138687,27236009.2,1.7052621745791927
GTM,2016,Guatemala,Latin America and Caribbean,4060.13784737643,10.4215141317608,16268760,-0.654102444648743,-0.54500371217727706,-0.299814790487289,35682007,2.193283753648096
GTM,2017,Guatemala,Latin America and Caribbean,4324.99768915601,10.6355700138883,16567357,-0.692473888397217,-0.651365458965302,-0.369947046041489,18392515.4,1.1101659365461853
GTM,2018,Guatemala,Latin America and Caribbean,4352.94593289707,10.5609513473985,16845685,-0.717763662338257,-0.538147449493408,-0.291999518871307,22059878,1.3095269203953417
GTM,2019,Guatemala,Latin America and Caribbean,4511.99839552697,10.4353893768797,17103803,-0.726514339447021,-0.577340841293335,-0.335179150104523,13360519.6,0.7811432112495683
GTM,2020,Guatemala,Latin America and Caribbean,4477.61785000665,9.95508945163219,17357325,-0.713372230529785,-0.415829300880432,-0.270502895116806,28315270,1.6313153092426396
GTM,2021,Guatemala,Latin America and Caribbean,4912.62240414681,11.5588951013521,17598650,-0.782863199710846,-0.395517915487289,-0.327891737222672,28548293.400000002,1.6221865540822735
GTM,2022,Guatemala,Latin America and Caribbean,5358.70156997677,11.8188537119783,17847877,-0.907798588275909,-0.262850880622864,-0.291810005903244,57480418.00000001,3.2205745254743747
GTM,2023,Guatemala,Latin America and Caribbean,5758.32760847852,11.5678620103716,18124838,-0.897167265415192,-0.244364932179451,-0.290354937314987,24092913.8,1.3292760906331964
GTM,2024,Guatemala,Latin America and Caribbean,6150.02571438505,NA,18406359,NA,NA,NA,NA,NA
IDN,2010,Indonesia,Asia and the Pacific,NA,NA,NA,-0.266941010951996,-0.853916168212891,-0.380860596895218,152347313.8,NA
IDN,2011,Indonesia,Asia and the Pacific,NA,NA,NA,-0.321591943502426,-0.770114183425903,-0.310188621282578,111065831.6,NA
IDN,2012,Indonesia,Asia and the Pacific,3632.27254030331,NA,252698525,-0.330479681491852,-0.593262791633606,-0.221852913498878,106172291.80000001,0.42015398309111623
IDN,2013,Indonesia,Asia and the Pacific,3566.60284506078,NA,255852467,-0.244262352585793,-0.51926463842392,-0.123265877366066,126324172,0.4937383386653059
IDN,2014,Indonesia,Asia and the Pacific,3441.06808464008,NA,258877399,-0.0666907653212547,-0.416824042797089,-0.00835875049233437,201423014,0.7780633410952958
IDN,2015,Indonesia,Asia and the Pacific,3288.22269725538,NA,261799249,-0.325818121433258,-0.619956314563751,-0.158227473497391,108593823.8,0.4147980722435151
IDN,2016,Indonesia,Asia and the Pacific,3521.46943457574,NA,264627418,-0.0507822521030903,-0.379699736833572,-0.0313757993280888,165859038,0.6267643740528807
IDN,2017,Indonesia,Asia and the Pacific,3798.88326174526,NA,267346658,-0.0197342690080404,-0.504938721656799,0.0279275011271238,136200276.60000002,0.5094519513312937
IDN,2018,Indonesia,Asia and the Pacific,3860.95353090726,NA,269951846,0.141379877924919,-0.552034020423889,-0.0218164678663015,112284520.60000001,0.4159427774389067
IDN,2019,Indonesia,Asia and the Pacific,4106.94856160358,NA,272489381,0.138700008392334,-0.502143025398254,0.0289513897150755,161710081.6,0.5934546183287781
IDN,2020,Indonesia,Asia and the Pacific,3853.70288774146,NA,274814866,0.31706503033638,-0.462311387062073,0.216156706213951,95703901.00000001,0.34824863149870505
IDN,2021,Indonesia,Asia and the Pacific,4287.17313995098,NA,276758053,0.346443444490433,-0.531449198722839,0.287561029195786,125172276.6,0.452280521716201
IDN,2022,Indonesia,Asia and the Pacific,4730.83484836107,NA,278830529,0.436147511005402,-0.553894221782684,0.205959960818291,110232288.60000001,0.3953379459391981
IDN,2023,Indonesia,Asia and the Pacific,4876.30774512252,NA,281190067,0.58032637834549,-0.404375314712524,0.301378756761551,161091057.59999996,0.5728902849189191
IDN,2024,Indonesia,Asia and the Pacific,4925.43048751861,NA,283487931,NA,NA,NA,NA,NA
IND,2010,India,Asia and the Pacific,NA,NA,NA,0.0316559858620167,-1.27798449993134,-0.41047203540802,80731022.60000001,NA
IND,2011,India,Asia and the Pacific,NA,NA,NA,0.0225540697574615,-1.32679533958435,-0.363154947757721,477099414.79999995,NA
IND,2012,India,Asia and the Pacific,1429.32199520032,10.8367717209692,1278674502,-0.15608711540699,-1.28930985927582,-0.480885624885559,113477545.80000001,0.08874623340225174
IND,2013,India,Asia and the Pacific,1432.84397512195,11.0016256942917,1295829511,-0.157355144619942,-1.22917413711548,-0.478094786405563,20933751,0.016154710802847274
IND,2014,India,Asia and the Pacific,1553.88396075118,9.98465419071312,1312277191,-0.222846582531929,-0.997911989688873,-0.47507643699646,282676859.4,0.2154094129949714
IND,2015,India,Asia and the Pacific,1583.99815907985,10.5697090519718,1328024498,0.0800815001130104,-0.954773545265198,-0.4249567091465,191623890.8,0.14429243668967318
IND,2016,India,Asia and the Pacific,1707.50892912243,11.1477384183764,1343944296,0.0613894164562225,-0.960426509380341,-0.31153193116188,169291286.79999998,0.125965999709857
IND,2017,India,Asia and the Pacific,1950.10468280866,11.3874439798131,1359657400,0.0410966314375401,-0.774099111557007,-0.256661295890808,325967998.2,0.23974274563577558
IND,2018,India,Asia and the Pacific,1966.25455171679,12.0174277483166,1374659064,0.262917786836624,-0.997706770896912,-0.225996732711792,251550148.8,0.1829909359983677
IND,2019,India,Asia and the Pacific,2041.42863698585,NA,1389030312,0.130771830677986,-0.796846985816956,-0.150565445423126,143945440.6,0.10363016512774273
IND,2020,India,Asia and the Pacific,1907.04251637669,NA,1402617695,0.374532461166382,-0.841419219970703,-0.128488674759865,246794368.6,0.1759526986432322
IND,2021,India,Asia and the Pacific,2239.61384367482,NA,1414203896,0.249238416552544,-0.691076755523682,-0.0908545926213264,32067137.400000002,0.02267504529629722
IND,2022,India,Asia and the Pacific,2347.44829434623,6.73444285965496,1425423212,0.369541674852371,-0.615027368068695,-0.0504464171826839,332048339.40000004,0.2329471953344338
IND,2023,India,Asia and the Pacific,2530.12031278204,NA,1438069596,0.47511014342308,-0.635076940059662,-0.136969581246376,236985046.4,0.16479386467746449
IND,2024,India,Asia and the Pacific,2694.73780859961,NA,1450935791,NA,NA,NA,NA,NA
KAZ,2010,Kazakhstan,Europe and Central Asia,NA,NA,NA,-0.492905259132385,0.52297180891037,-0.283094167709351,1015085.3999999999,NA
KAZ,2011,Kazakhstan,Europe and Central Asia,NA,NA,NA,-0.511159062385559,-0.338570564985275,-0.235385775566101,118583.8,NA
KAZ,2012,Kazakhstan,Europe and Central Asia,12018.7966527993,13.3120981512973,17306106,-0.525388717651367,-0.408455014228821,-0.390580028295517,552888.2,0.031947579657723116
KAZ,2013,Kazakhstan,Europe and Central Asia,13478.459627612,16.0301777644528,17556502,-0.620734989643097,-0.402473896741867,-0.375282853841782,5826597.600000001,0.3318769080537798
KAZ,2014,Kazakhstan,Europe and Central Asia,12427.7094576939,14.1934327407655,17816285,-0.0820106193423271,0.0360181555151939,-0.239125564694405,152631.40000000002,0.00856695994703722
KAZ,2015,Kazakhstan,Europe and Central Asia,10196.1226255982,9.83571155339342,18084169,-0.146881282329559,-0.0383530743420124,-0.0906946510076523,11369.2,6.286824680747012e-4
KAZ,2016,Kazakhstan,Europe and Central Asia,7475.56688689424,9.92425019613103,18363600,-0.142129123210907,0.00146297342143953,-0.161230459809303,1273583.8,0.06935371060140713
KAZ,2017,Kazakhstan,Europe and Central Asia,8943.08416791984,10.3030113754982,18651931,-0.065825566649437,0.0243496801704168,0.154857650399208,1405464.4000000001,0.07535221956375455
KAZ,2018,Kazakhstan,Europe and Central Asia,9472.48527327758,11.7177995870574,18932727,-0.0420836359262466,-0.0524022579193115,0.0946238711476326,1190311.2000000002,0.06287056270340771
KAZ,2019,Kazakhstan,Europe and Central Asia,9457.12614657136,11.7869427411893,19209555,0.068847119808197,-0.168037340044975,0.107311986386776,914526.2,0.04760788055735804
KAZ,2020,Kazakhstan,Europe and Central Asia,8781.50797787648,8.318809313869,19482117,0.105691097676754,-0.257566839456558,0.10614655166864401,152406.80000000002,0.007822907541310835
