iso3c,year,country,region,gdppc,tax_gdp,pop,GE,PV,RQ,oda_bio_total,oda_bio_weighted_pc
BTN,2018,Bhutan,Asia and the Pacific,3400.20417245342,15.8040236380698,759759,0.284297674894333,1.07766103744507,-0.376959830522537,818421.8,1.0772123791886639
BTN,2019,Bhutan,Asia and the Pacific,3576.87987100503,14.4975527173232,764824,0.253064602613449,1.06547141075134,-0.359623849391937,1282655,1.6770590358043158
BTN,2020,Bhutan,Asia and the Pacific,3191.66906999331,12.2846363802964,770006,0.305567264556885,1.01348912715912,-0.330750852823257,11150833.6,14.481489235148816
BTN,2021,Bhutan,Asia and the Pacific,3570.61257980872,NA,775442,0.710913896560669,0.797255098819733,-0.405656158924103,12403322.600000001,15.995164822127252
BTN,2022,Bhutan,Asia and the Pacific,3711.32767981591,NA,780914,0.56129378080368,1.00934255123138,-0.381970435380936,607570,0.778024212653378
BTN,2023,Bhutan,Asia and the Pacific,3831.32535494609,NA,786385,0.566305339336395,0.982800424098969,-0.401030838489532,746773,0.9496277268767843
BTN,2024,Bhutan,Asia and the Pacific,NA,NA,791524,NA,NA,NA,NA,NA
BWA,2010,Botswana,Africa,NA,NA,NA,0.388349592685699,0.991209805011749,0.578393816947937,135565,NA
BWA,2011,Botswana,Africa,NA,NA,NA,0.411628901958466,1.06444656848907,0.576675236225128,474419.4,NA
BWA,2012,Botswana,Africa,6595.53845015424,28.0365776616041,2108617,0.422315120697021,1.10404145717621,0.692556440830231,703118.8,0.3334502187926969
BWA,2013,Botswana,Africa,6666.91219583487,26.7403906303594,2140682,0.378747165203094,1.10234701633453,0.635518550872803,875476.8,0.4089709728021257
BWA,2014,Botswana,Africa,7122.36423421503,27.0928299660417,2172044,0.298254311084747,1.01184713840485,0.764807999134064,2094737.2,0.9644082716556386
BWA,2015,Botswana,Africa,6141.20394726616,26.3110988512498,2203273,0.451487898826599,1.03136825561523,0.552077174186707,1830288,0.8307132162015329
BWA,2016,Botswana,Africa,6749.05994339013,21.6300553227647,2234776,0.497389316558838,0.979198038578033,0.727797985076904,6390503,2.859572055543822
BWA,2017,Botswana,Africa,7104.96401088027,23.9334963141963,2266747,0.367126554250717,1.00929582118988,0.595029830932617,6951473.2,3.0667177236806755
BWA,2018,Botswana,Africa,7407.95940141786,21.740494569157,2299141,0.254543900489807,0.958469867706299,0.623929619789124,4486104.4,1.9512089080226052
BWA,2019,Botswana,Africa,7172.08956480028,21.0985509979513,2332083,0.375831961631775,1.09532988071442,0.498032212257385,4353829,1.866927120518438
BWA,2020,Botswana,Africa,6323.2974967659,22.2747050330683,2365894,0.167879268527031,1.01316809654236,0.527586281299591,1504762,0.6360225775119257
BWA,2021,Botswana,Africa,7807.88794570471,22.2304202220167,2401441,0.323696464300156,1.04140710830688,0.600826501846313,4320375.2,1.7990761380354545
BWA,2022,Botswana,Africa,8328.7090572666,19.6495295038272,2439892,0.439493864774704,1.0739837884903,0.621043562889099,2044299.4000000001,0.8378647087657979
BWA,2023,Botswana,Africa,7826.35376483298,18.7133278342197,2480244,0.430828422307968,1.03843998908997,0.497434794902802,2493168.6,1.0052110195609787
BWA,2024,Botswana,Africa,7695.75319445165,22.4882379320016,2521139,NA,NA,NA,NA,NA
COL,2010,Colombia,Latin America and Caribbean,NA,NA,NA,-0.123824141919613,-1.53718483448029,0.157253935933113,25691482.8,NA
COL,2011,Colombia,Latin America and Caribbean,NA,NA,NA,-0.0504269637167454,-1.28465557098389,0.279601454734802,12966566.8,NA
COL,2012,Colombia,Latin America and Caribbean,8108.59838244229,13.2269907142761,45715810,-0.00116499257273972,-1.40181040763855,0.326594680547714,68153091.20000002,1.4907991611654703
COL,2013,Colombia,Latin America and Caribbean,8279.10255642981,14.0221143464507,46151584,0.0531518310308456,-1.29197180271149,0.339824229478836,71118764.19999999,1.5409820863353247
COL,2014,Colombia,Latin America and Caribbean,8187.20824890084,15.6997483690587,46565429,-0.135854035615921,-1.11459410190582,0.444412022829056,70171511.00000001,1.5069443685357224
COL,2015,Colombia,Latin America and Caribbean,6248.51490534512,15.7972626545312,46969940,-0.0937390848994255,-1.0726637840271,0.407719731330872,563974394.6,12.007134661019368
COL,2016,Colombia,Latin America and Caribbean,5959.84250367574,14.3852129240943,47437512,-0.03696658462286,-0.887163996696472,0.339025348424911,243705615.2,5.137402973410579
COL,2017,Colombia,Latin America and Caribbean,6479.53231292429,14.8508184070981,48131078,-0.140821367502213,-0.779457807540894,0.257446646690369,302758379.8000001,6.290288777658379
COL,2018,Colombia,Latin America and Caribbean,6816.96818309544,14.6098424464284,49024465,-0.139370113611221,-0.806941986083984,0.224889174103737,275292440.6,5.615409379786195
COL,2019,Colombia,Latin America and Caribbean,6472.54544924705,14.9005246267221,49907985,0.0327151045203209,-0.979486107826233,0.317910939455032,65255703.59999999,1.3075203016110546
COL,2020,Colombia,Latin America and Caribbean,5339.68711357943,14.0452385597579,50629997,0.00847531855106354,-0.701150059700012,0.225666418671608,346176325.8,6.837375988783883
